,Employee_No,Gender,Religion_ID,Designation_ID,Status,Employment_Category,Year_of_Birth,ages_in_the_company,reported,Employment_Type_Contarct Basis,Employment_Type_Permanant,Net Salary,Marital_Status
232,701,1,1,31,0,1,0.7666666666666728,0.037768310666885144,0,1.0,0.0,0.03540323743983477,0
233,702,1,1,122,0,1,0.25,0.03359003768638375,0,1.0,0.0,0.11201847424021948,1
234,703,1,1,122,0,1,0.5833333333333357,0.04399475667704408,0,1.0,0.0,0.17777017004131623,1
235,709,1,1,48,0,2,0.8000000000000043,0.11174832049811569,0,1.0,0.0,0.043839281796508714,0
236,710,1,1,31,0,1,0.8833333333333329,0.026298541700802886,0,1.0,0.0,0.006799817414643043,0
237,711,1,1,24,0,2,0.4333333333333371,0.12649516631165003,0,1.0,0.0,0.18492771034178815,1
238,712,1,5,65,0,2,0.8000000000000043,0.10863509749303621,0,1.0,0.0,0.21746721064219812,0
239,713,1,1,86,1,2,0.7833333333333385,0.11518925118794036,0,1.0,0.0,0.37378516877794593,0
240,715,1,1,33,0,2,0.7666666666666728,0.07053907914140588,0,1.0,0.0,0.09841164353397812,0
241,716,1,3,6,0,2,0.2666666666666728,0.020891364902506964,1,1.0,0.0,0.2571452356133274,1
242,717,0,1,125,1,2,0.7833333333333385,0.07414386367360315,0,1.0,0.0,0.07824720729530414,0
243,719,1,1,31,0,1,0.20000000000000284,0.03457316074061936,0,1.0,0.0,0.022330027773484418,1
244,718,0,1,125,1,2,0.8333333333333357,0.07471735212190726,0,1.0,0.0,0.08062515593502342,0
245,720,0,1,125,0,2,0.7833333333333385,0.138702277568409,0,1.0,0.0,0.16844961736484979,0
246,721,1,1,31,0,1,0.3500000000000014,0.026216614779616582,0,1.0,0.0,0.008900364520555933,1
247,724,0,1,22,0,2,0.4000000000000057,0.047271833524496154,0,1.0,0.0,0.011329870091683323,1
248,726,1,1,24,0,2,0.5333333333333385,0.08676060953629362,0,1.0,0.0,0.044323948922816,1
249,728,1,1,22,0,2,0.75,0.037604456824512536,0,1.0,0.0,0.2500270042222643,1
250,729,1,1,124,0,1,0.30000000000000426,0.08479436342782239,0,1.0,0.0,0.07337002990399843,1
251,730,1,5,27,0,2,0.7833333333333385,0.14083237751925284,0,1.0,0.0,0.05712860636160235,0
252,731,1,1,51,0,2,0.9000000000000057,0.07053907914140588,0,1.0,0.0,0.038096126184340606,0
253,733,1,1,80,0,2,0.6500000000000057,0.11969523185318696,0,1.0,0.0,0.11678696907613154,1
